id,sentence1,sentence2,similarity,predicted_similarity
sts_train_4928,Thai opposition protesters begin Bangkok shutdown,Thai protesters launch Bangkok 'shutdown',0.96,0.0348428450524807
sick_train_524,People are grouping at a stand at the fair,The people are standing at a carnival,0.72,0.03634794428944588
sick_train_3953,A woman is exercising,A man is dancing,0.26,0.03251166269183159
sick_train_5091,A woman wearing a blue and white uniform with a white and blue hat is keeping her mouth open and is near others dressed in the same fashion,A woman wearing casual clothing is keeping her mouth closed and is near other people dressed differently,0.6,0.038529980927705765
sts_train_3901,"Bangladesh Muslims torch Buddhist shrines, police say",Muslims torch Buddhist temples,0.7200000000000001,0.0386832132935524
sick_train_4066,A sheepdog is grouping a herd of sheep,A dog is herding a pack of white sheep on a dusty farm,0.82,0.037499040365219116
sts_train_5536,"Chinese envoy rebuts Vietnamese, Philippine accusations over South China Sea",China's Xi tells Vietnam wants peace in South China Sea,0.6400000000000001,0.03750702738761902
sts_train_2134,I know I'd hate to be him.,I'd hate to be him too.,0.8800000000000001,0.03520328179001808
sick_train_5518,Someone is typing,Someone is putting away a keyboard,0.58,0.03826988860964775
sick_train_2393,The brown horse is very near a red barrel at the rodeo,The brown horse is near a red barrel at the rodeo,0.96,0.03559109568595886
sick_train_2847,A married couple is walking up the aisle,The bride and the groom are leaving after the wedding,0.78,0.032856933772563934
sick_train_4529,People are riding two camels at the beach,Two men are seated on a camel and another camel is in the foreground,0.6,0.03750702738761902
sick_train_1574,A man is climbing a rope,There is no man holding a mask in his raised hand,0.24,0.03711477667093277
sts_train_85,A woman is playing a guitar.,A man plays a guitar.,0.48,0.03869335725903511
sick_train_4924,A piece of wood is being screwed to a wall by a man,A man is screwing a piece of wood to a wall,1.0,0.03750702738761902
sts_train_429,The turtle followed the fish.,A sea turtle is hunting for fish.,0.6000000000000001,0.03715192899107933
sts_train_2664,"""They were brutally beaten, and it's really a wonder that Porchia is the only deceased in this case.""","""It's a wonder that Porchia was the only deceased in this case,"" Sax added.",0.6000000000000001,0.03669565171003342
sick_train_5180,A child is smiling at the camera and swimming underwater,An animal is barking at a ball,0.22,0.03406929224729538
sts_train_1723,A dog runs through the grass.,Two dogs run through the brush.,0.5599999999999999,0.035806506872177124
sick_train_6229,A kid is smiling at the camera and swimming underwater,A child is smiling at the camera and swimming underwater,0.94,0.03691086545586586
sick_train_2194,Two men are taking a break from work,Two construction workers are sitting up on the side of a building,0.64,0.034121524542570114
sick_train_4838,A woman is being carried by a man,A man is sharpening a knife,0.2,0.03761452063918114
sts_train_3605,nicaragua commemorated the 25th anniversary of the sandinista revolution. ,nicaragua has not reconciled how to approach the anniversary of the sandinista revolution.,0.48,0.03691086545586586
sts_train_4526,Four U.S. Air Force helicopter crew members killed in UK crash,US Air Force helicopter crew killed in British crash,0.8,0.03537210077047348
sts_train_3645,indian defense ministry has increased spending on defense purchases. ,indian defense ministry has increased defense spending for new purchases by 33 percent.,0.7200000000000001,0.03691086545586586
sts_train_995,The man is playing the wooden flute.,A little boy is vacuuming the floor.,0.0,0.037399571388959885
sts_train_1692,A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,There are two white dogs and one brown dog chasing a ball.,0.5599999999999999,0.03669565171003342
sick_train_2235,A man is eating a banana,There is no man eating a banana,0.6599999999999999,0.03601742908358574
sts_train_4067,Eurozone unemployment stays at record 11 percent,Eurozone unemployment hits record high,0.68,0.034222088754177094
sick_train_3424,A woman is slicing meat with a knife,A man is lumping dough,0.3399999999999999,0.036247313022613525
sts_train_2966,"When the bomb exploded at the Casa de España, customers were eating dinner and playing bingo.","At the Casa de Espaa, customers were eating dinner and playing bingo when a bomb went off.",1.0,0.03168696537613869
sick_train_6359,A man in a blue cowboy hat is riding a white horse,A man is riding a dirty horse on a blue road,0.54,0.03654537722468376
sick_train_410,A few men are playing cricket,People are not playing cricket,0.8400000000000001,0.03830976411700249
sts_train_2737,Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.,Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.,0.76,0.03860978037118912
sick_train_7043,Someone is typing on a keyboard,Somebody is typing on the keyboard,0.98,0.03770870715379715
sts_train_3777,Tropical Storm Isaac boosts jobless claims,"Tropical Storm Joyce forms, stays in open Atlantic",0.2,0.032343823462724686
sick_train_5702,Skewers are being placed onto a rack by a woman,A dog is jumping high into the air in the country,0.2,0.03771641105413437
sick_train_1639,The man is dancing,The man is not dancing,0.76,0.03656235337257385
sts_train_561,A person is cutting a capsicum into pieces.,A person is slicing a garlic into pieces.,0.32,0.03771641105413437
sick_train_1785,"A dog, which is small, is playing on the green grass","A dog, which is small, is running out of the green grass",0.78,0.03830976411700249
sick_train_483,The horse is being ridden by a man,A man is driving a motorbike,0.36,0.037129830569028854
sick_train_1502,A snowboarder is doing a flip over a mound of snow,There is nobody jumping in the air on a board,0.64,0.03771445155143738
sick_train_1967,A boy wearing a striped shirt is running barefoot on the sandy hill,A girl wearing a striped shirt is running barefoot on the sandy hill,0.74,0.03830976411700249
sts_train_5333,"49 killed, 148 wounded in violent attacks in Iraq","15 killed, 90 wounded in fresh attacks in Iraq",0.44,0.037129830569028854
sts_train_2444,Why are you talking about women within the Hebrew tribes?,We were talking about women as war bounty were we not?,0.2799999999999999,0.03674682602286339
sick_train_998,A man is drilling a hole in a piece of wood,Someone is making a hole in a strip of wood with a drill,0.86,0.03801152855157852
sick_train_3047,A young child is under a rock climbing wall which is indoors,The young boy is climbing the wall made of rock,0.6799999999999999,0.03830976411700249
sick_train_3937,The bunch of men are playing with the mud on a rugby field,The bunch of men are playing rugby on a muddy field,0.6799999999999999,0.036206476390361786
sick_train_2124,A group of friends are riding the current in a raft,Preservers are being worn by a group of people who are practicing water safety,0.58,0.037139225751161575
sick_train_6768,A girl is cutting butter into two pieces,A girl is melting two pieces of butter together,0.72,0.0356031097471714
sts_train_2569,"The technology-laced Nasdaq Composite Index dipped 0.08 of a point to 1,646.","The technology-laced Nasdaq Composite Index <.IXIC> added 1.92 points, or 0.12 percent, at 1,647.94.",0.48,0.032294612377882004
sts_train_3957,Bahrain Grand Prix Underway Amid Protests,Bahrain race goes ahead amid unrest,0.8,0.03645312786102295
sts_train_4573,Thousands protest gay marriage,Thousands protest gay marriage in Paris,0.7200000000000001,0.03777945414185524
sick_train_2844,A man is riding a motorcycle,A motorcycle is being ridden by a man,1.0,0.03777945414185524
sick_train_6309,Two men are driving down the road in an open-air vehicle,A man and a woman are driving down the street in a jeep,0.7,0.03707282990217209
sick_train_538,A woman is peeling a potato,A woman is slicing a tomato,0.6,0.03758580610156059
sick_train_1211,A boy is looking at a calendar,There is no boy checking a calendar,0.78,0.03777945414185524
sts_train_2330,Stone notified Captain Lord.,He too notified Captain Lord.,0.68,0.03372592478990555
sick_train_2065,A boy is happily playing the piano,A piano is being played by a person,0.86,0.03861149773001671
sick_train_5326,One man is talking to a girl with an internet camera,A boy in his teens is talking to a girl with an internet camera,0.78,0.03758580610156059
sick_train_4190,A brown dog is running breathlessly across the yard with a toy in its mouth,A brown dog is running across the yard with a toy in its mouth,0.9,0.03512535244226456
sick_train_4087,The young boy is climbing the wall made of rock,One young boy is climbing a wall made of rock,0.96,0.03777945414185524
sts_train_2164,We are all vessels filled with many wonders.,Landon Memory from CATS We are all vessels filled with many wonders.,0.6000000000000001,0.03856219723820686
sts_train_4123,Attack on Nato base in Afghanistan kills 15,Aid workers freed in Afghanistan raid,0.2,0.03759193420410156
sts_train_2067,"And yet, the Titanic story is the one that holds up to scrutiny of the evidence.",The new study shows that the Titanic story does not stand up to scrutiny imo.,0.32,0.037017326802015305
sts_train_2712,"The broader Standard & Poor's 500 Index .SPX gained 3 points, or 0.39 percent, at 924.","The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.",0.1888,0.03749270737171173
sts_train_1907,A white dog with red ears is running in the snow.,a wet black dog with a red collar is in the river,0.12,0.03812485560774803
sts_train_2915,"Mr. Bankhead said the crime scenes indicated that the killer was ""very methodical.""",GBI spokesman John Bankhead said the murder scenes showed that the killer was very methodical.,0.8,0.03630466014146805
sick_train_2790,Two women are wearing bikinis on the sandy beach,Two women are wearing bikinis on the beach which is sandy,0.98,0.03812485560774803
sick_train_1596,A black cat is swinging on a fan,A cat is stuck on a moving ceiling fan,0.76,0.03333435207605362
sts_train_3526,china is north korea's closest ally. ,north korea is a reclusive state.,0.24,0.037017326802015305
sts_train_3085,"By state law, 911 calls are not public information and were not released.","By law, 911 calls are not public information in Rhode Island.",0.68,0.0321725495159626
sick_train_479,A small white dog is running in a lawn,A small white dog is running across a lawn,0.92,0.037017326802015305
sts_train_1495,A small cat laying on a wooden beam looking up at the camera.,The small dog is wearing a sweater and looking up at the camera.,0.16,0.037017326802015305
sick_train_4408,Two large dogs are frolicking in a grassy field,Two dogs are running through water,0.7,0.03457341715693474
sick_train_970,A person is rinsing a steak with water,A man is not rinsing a large steak,0.6599999999999999,0.03368892893195152
sick_train_2555,A dog on a leash is walking in the water,The dog is on a leash and is walking out of the water,0.78,0.03786158189177513
sick_train_1673,A man is singing and playing a guitar,A boy is skillfully playing a piano,0.4599999999999999,0.0368754006922245
sick_train_2354,A small monkey is walking in the river,A monkey is wading through a marsh,0.78,0.03723365068435669
sts_train_2420,Thanks Candy for starting the thread.,Candy - Thanks for starting us off today.,0.96,0.034571047872304916
sick_train_671,A young girl is jumping rope on a sidewalk near a parking garage,A girl is skipping rope on a sidewalk,0.82,0.03589153662323952
sts_train_5316,Mumbai Indians puts T&T in its place,Indonesians vote for president in tight race,0.0,0.036344218999147415
sick_train_550,A cat is playing keyboards,There is no cat playing keyboards,0.78,0.037123795598745346
sick_train_1051,"The climbing equipment to rescue a man is hanging from a white, vertical rock","A man with equipment used for climbing is hanging from a white, vertical rock.",0.64,0.03611593320965767
sick_train_6772,A brown and white dog is jumping on the sidewalk,A small brown and white dog is running on the sidewalk,0.72,0.038250815123319626
sick_train_3363,A man on a yellow dirt bike is taking a jump,A person on a yellow dirt bike is taking a jump,0.8800000000000001,0.037921223789453506
sts_train_912,A woman is brushing her feet.,The sun is rising behind trees.,0.0,0.037123795598745346
sts_train_128,A boy is playing an instrument.,A man is playing a trumpet.,0.5,0.03776122257113457
sts_train_4603,Suicide bomber kills policeman in Pakistan,Suicide Bombers Kill 3 Soldiers in Pakistan,0.52,0.03627030923962593
sick_train_3226,Three men are looking into the distance,Some men in the distance are staring at three big hills,0.64,0.038250815123319626
sts_train_2692,"Under NASD regulations, Mr. Young can file a response and request a hearing before an NASD panel.","The analyst, already let go by Merrill, can request a hearing before a NASD panel.",0.6000000000000001,0.03776122257113457
sts_train_1780,Child sliding in the snow.,Man sleeping on the street.,0.0,0.03768113628029823
sick_train_5741,The man is playing a piano,There is a guy cheerfully playing with a footbag,0.3,0.031988076865673065
sick_train_104,An woman that is old is shaking hands with a man,A man and a woman are shaking hands,0.82,0.037509024143218994
sts_train_5240,North Korea: experts call for dialogue ‚Äď and say China must play a part,North Korea cuts last ties with South by barring joint industrial park,0.16,0.036577172577381134
sts_train_2397,We are all vessels filled with many wonders.,Jingle Bell Rock by Bobby Helm We are all vessels filled with many wonders.,0.6000000000000001,0.03574245795607567
sts_train_5096,"Deaf customers sue Starbucks, say they're mocked","Deaf NY Starbucks patrons sue, say they're mocked",0.92,0.03249431401491165
sick_train_330,A man is making music with a flute,A man is playing flute,0.96,0.0322297178208828
sick_train_6700,A man is hurriedly getting into a car in a garage,A man is getting into a car in a garage,0.94,0.03818557783961296
sts_train_41,A woman is frying fish.,A woman is cooking fish.,0.8,0.037416622042655945
sts_train_5408,World‚Äôs largest building opened in west China,Italy‚Äôs centre-left splinters in presidential vote,0.0,0.037416622042655945
sick_train_5280,There is no woman frying something,A woman is riding a horse,0.24,0.037014879286289215
sick_train_5493,The cowboy in blue and red pants is being tossed by a horse,A man is falling off a horse on a track and is laid in the wild,0.62,0.03767219930887222
sick_train_6402,The large brown dog is not running outside in the dirt,A dog is running alongside a fence on a dirt track,0.64,0.035467177629470825
sick_train_3642,There is no woman tapping her fingers,A woman is tapping her fingers,0.6,0.03472580015659332
sick_train_3922,A man is jumping rope outside,A woman is jumping rope outside,0.6,0.03782302141189575
sick_train_1045,A child is swimming underwater in a pool,A child is swimming on the water's surface in a pool,0.64,0.03767219930887222
sick_train_2561,A family is watching a boy who is hitting a baseball,A child is hitting a baseball,0.74,0.03485938161611557
sts_train_4882,Iran's Ahmadinejad may face charges over election appearance with aide,Ahmadinejad may face charges over election appearance,0.8400000000000001,0.03676360845565796
sick_train_2954,There is no white dog with beige spots running through a field,A white dog with beige spots is running through a field,0.72,0.03823550418019295
sick_train_5247,A dog that has a brown and white coat is trotting through shallow water,A dog that has a white and brown colored coat is trotting through shallow water.,1.0,0.03637198731303215
sts_train_4417,US Senate approves fiscal cliff deal,"It's official: Deal reached on ""fiscal cliff""",0.68,0.035883814096450806
sick_train_3103,A black climber is rocking a dog,The black dog is climbing on a rock,0.38,0.03781682625412941
sick_train_713,The person is brushing a cat,A person is brushing a cat,1.0,0.03717963770031929
sts_train_3771,White House in damage control over Obama Supreme Court remarks,Fact check: Obama's Supreme Court remarks,0.7200000000000001,0.036829669028520584
sick_train_4453,A young girl in a bikini is jumping on the beach,No girl with a bikini is playing in the dunes,0.7,0.035883814096450806
sick_train_4667,A person is slicing some mushrooms,A person is cutting some mushrooms,0.94,0.033373214304447174
sts_train_2001,How about some testimonies from real health experts?,"Also, who's to say there aren't testimonies from ""real"" health experts on there?",0.6000000000000001,0.036829669028520584
sts_train_4166,Libyans begin handing in weapons,Libyans transfer weapons to army,0.6400000000000001,0.03560977429151535
sick_train_3586,There is no dog chasing another or holding a stick in its mouth,A dog is chasing another and is holding a stick in its mouth,0.78,0.03327802196145058
sick_train_3261,The man is dancing,A man is dancing,0.98,0.03814755752682686
sts_train_2440,Do you notice the nonsensical things you are saying?,"And to be fair, do you notice the nonsensical things you are saying?",0.914285714285714,0.036911945790052414
sts_train_2190,You need to make up your mind.,You need to polish up on your logic skills.,0.12,0.03717963770031929
sts_train_3954,US closes embassy in Syria (AP),Closed roads in Armenia,0.08,0.0385095477104187
sts_train_4081,Egyptians vote in landmark presidential election,Egyptians go to polls in historic election,0.8,0.03988867253065109
sick_train_3628,Sunglasses are being worn by a boy,A boy is wearing sunglasses,0.98,0.03814755752682686
sts_train_4356,Syria military police chief defects to opposition,Syria military police chief defects to rebels,1.0,0.03814755752682686
sick_train_2601,A band is playing some instruments,There is no man playing an electronic keyboard,0.5,0.0333850160241127
sts_train_765,American flag is waving.,A American flag is blowing in the wind.,0.8400000000000001,0.03667463734745979
sts_train_1628,A brown dog running through the woods.,A brown dog runs through the grass.,0.6400000000000001,0.037534650415182114
sts_train_5599,Stocks edge lower following retail earnings,Stocks edge lower after earnings from retailers,1.0,0.039696693420410156
sick_train_6615,The man is doing a wheelie with a motorcycle on ground which is mostly barren,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,0.74,0.03859417513012886
sick_train_6838,The man is biking in the snow and wearing a red jacket,The rider is biking in the snow and wearing a red jacket,0.8800000000000001,0.03737255930900574
sick_train_4499,There is no man slicing potatoes,A man is slicing potatoes,0.72,0.03451747074723244
sts_train_928,A cat and a ferret are playing.,A ferret and kitten play together.,0.8500000000000001,0.033097099512815475
sts_train_637,A woman is dancing in the rain.,A woman is dancing in railway station.,0.4,0.03859417513012886
sick_train_3253,A man in a red jacket and khaki pants is walking through an American state,A person with a red hooded jacket and a black backpack is not walking near a rocky wall,0.62,0.037534650415182114
sick_train_3809,Someone is being boiled with okra in a pot,Someone is cooking okra in a pan,0.6,0.03896021470427513
sick_train_6854,A young mother is playing with her boy in the park,A young boy is playing in the park with his mother,0.9,0.03667463734745979
sick_train_3304,Two people are walking near the water,Two people are standing in the ocean and watching the sunset,0.6799999999999999,0.03859417513012886
sts_train_3237,Colgate shares closed Monday at $56.30 on the New York Stock Exchange.,Colgate shares were down 30 cents at $56 in morning trade on the New York Stock Exchange.,0.48,0.03702077642083168
sick_train_5144,A little girl is playing a grand piano on stage,A little girl is walking off the stage,0.6,0.03451747074723244
sick_train_1476,Rugby players are tackling each other,An opponent is tackling a soccer player,0.58,0.038059208542108536
sts_train_3860,Pakistani plane crashes with 127 on board,Pakistani Plane Crashes With 130 People On Board,0.52,0.03535358980298042
sick_train_2386,There is no man cutting a rope with a sword,A man is cutting a rope with a sword,0.5,0.038147661834955215
sick_train_6813,There is no child lying in the snow and making snow angels,Two people in snowsuits are lying in the snow and making snow angels,0.6599999999999999,0.035632774233818054
sick_train_4827,A man by a brick wall is wearing a mask around his mouth and a hair net,A man by a wall made of bricks is wearing a mask around his mouth and a hair net,0.96,0.033044006675481796
sick_train_6459,The woman is pouring oil into the pan,The boy is playing a musical instrument,0.2,0.03861011564731598
sick_train_2572,A man is sharpening a weapon,A man is carrying a woman,0.3,0.03535358980298042
sick_train_6884,A dog in a colored coat is running across the yard,A dog and a black man are running through brown leaves,0.6599999999999999,0.03409527242183685
sts_train_3124,This year the Audubon Society once again hosts its annual Christmas Bird Count.,"It's the National Audubon Society's annual Christmas Bird Count, now in its 104th season.",0.7000000000000001,0.03709486126899719
sick_train_2114,A person is not performing tricks on a motorcycle,A man on a motorcycle is riding on one wheel,0.74,0.036799658089876175
sick_train_2299,A woman is sewing with a machine,A woman is using a sewing machine,0.98,0.03709486126899719
sick_train_3042,A football player in a purple jersey is running with the ball for a touchdown,A football player is running into an official carrying a football,0.76,0.03518430516123772
sts_train_1401,A building with a temporary sign over the entrance to its parking lot.,Road with the rear image of the tail lights of a bus.,0.04,0.03784438967704773
sts_train_3393,"Chera Larkins, 32, of Manhattan, charged with three sham marriages, is also charged with perjury and filing a false instrument.","Chera Larkins, 32, of Manhattan, charged with perjury and filing a false instrument in three marriage applications.",0.92,0.03784438967704773
sts_train_296,A helicopter is landing on a helipad.,A helicopter lands.,0.7846000000000001,0.03635873273015022
sts_train_1999,A man is swinging on a rope over water.,A man in a maroon bathing suit swings on a rope on a lake.,0.6000000000000001,0.033736955374479294
sts_train_1157,A yellow parrot clings to the side of its cage.,A yellow and orange bird hold on to the side of a cage.,0.68,0.03418755903840065
sick_train_1117,The small child is wading through the water and is being guided by another person,A young child is watering a plant with splashes,0.4,0.03612928092479706
sts_train_1064,A striped cat laying down on a bag of cat litter.,Domestic cat laying on back of cat litter.,0.76,0.03719879314303398
sick_train_3436,Three small dogs are sniffing at something,Three dogs are resting on the pavement,0.65,0.03852936252951622
sts_train_920,A man is catching a ball.,A cat is rubbing against a baby.,0.0,0.03343712538480759
sts_train_3580,iranian officials have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society. ,the number of executions increased in iran last year amid a campaign that is aimed at improving security in society.,0.8,0.03445864096283913
sick_train_4712,A child is making a snow ball,A child is smashing a snow ball,0.74,0.03852936252951622
sick_train_1397,A race car driver is standing up and pointing his hand at the sky,A race car driver is sitting down and is motionless,0.6,0.03666013479232788
sts_train_3995,Chinese stocks close higher Thursday,Chinese stocks open mixed Wednesday,0.2,0.03653426095843315
sick_train_5911,Two boys and a man are playing games at an arcade,Two kids and a man are playing games at an arcade,0.92,0.03704776614904404
sick_train_5478,A laughing man is dyeing a shirt black on the table which you cannot sit at ,A man wearing a dyed black shirt is sitting at the table and laughing,0.72,0.034833502024412155
sick_train_6966,The group of people is sitting on the ground outside a monument,Some people are sitting on the ground outside a monument,0.98,0.03445864096283913
sick_train_6663,A man is jumping into a pool,A man is diving into a pool,0.96,0.03852936252951622
sick_train_3217,A man is playing a guitar on stage,A guitarist has blonde and flyaway hair,0.6,0.03445864096283913
sts_train_4347,Barrick in talks with China firm over African assets,Obama aide holds talks in China after Syria veto,0.24,0.03852936252951622
sts_train_5065,Dozens killed in Russian plane crash,Ten killed in Alaska plane crash,0.2799999999999999,0.036717601120471954
sts_train_2790,"The tech-heavy Nasdaq composite index fell 3.99, or 0.2 percent, to 1,682.72, following a two-day win of 55.93.","The technology-laced Nasdaq Composite Index .IXIC eased 8.52 points, or 0.51 percent, to 1,670.21.",0.3,0.03744971379637718
sick_train_5319,A horse is being ridden in a creek by a man,The man is riding a horse by a creek,0.92,0.03354201838374138
sts_train_1395,Two women stand in a living room with a black dog.,Two women standing in a living room with a black dog looking towards the camera.,0.8,0.038189325481653214
sick_train_5740,A dog with a blue collar is playing with the ball in the garden,A dog with a blue collar is playing with the ball outside,0.8800000000000001,0.038299959152936935
sick_train_5085,A brown dog is looking closely at a brown and white dog,The little dog is grabbing the bedroom slipper with its mouth,0.42,0.03951815888285637
sick_train_155,A cat is playing with a watermelon,A woman is looking at the view of a city,0.2,0.035870421677827835
sts_train_795,A man is adding oil to car.,A man is putting anti-freeze into a car.,0.4,0.035986945033073425
sick_train_6751,The woman in jeans is sitting on the saddle of a horse,A person wearing jeans is sitting on top of a horse saddle,0.86,0.036671724170446396
sts_train_3748,3 suspected extremists were released on bail. ,1 suspected extremist was provisionally released without bail.,0.48,0.035870421677827835
sts_train_3895,Clinton warns Kenya of cost of election violence,Clinton warns Kenya on cost of election unrest,0.92,0.03783266991376877
sts_train_4360,Gunmen abduct seven foreign workers in Nigeria,Seven foreign workers kidnapped in Nigeria,0.68,0.040154825896024704
sick_train_3708,The man is doing floor exercises,A man is lazing,0.4599999999999999,0.038299959152936935
sts_train_2463,"AAA spokesman Jerry Cheske said prices may have affected some plans, but cheap hotel deals mitigated the effect.","AAA spokesman Jerry Cheske said prices might have affected some plans, but cheap hotel deals made up for it.",1.0,0.03855176642537117
sick_train_3459,There is no woman cooking a breaded pork chop,A woman is cooking a breaded pork chop,0.6799999999999999,0.038299959152936935
sick_train_2031,There is no man eating a bowl of cereal,A man is eating a bowl of cereal,0.8,0.03783266991376877
sick_train_6286,A white dog is wearing a Christmas reindeer headband and is playing with a brown dog in the grass,A white dog is wearing a Christmas reindeer headband and is playing with a dog with a brown coat in the grass,0.9,0.038189325481653214
sts_train_2611,"Some 14,000 customers were without power in the area, Oklahoma Gas and Electric said.","About 38,000 OGE Energy Corp. customers are without power, the company said on its Web site.",0.55,0.037127066403627396
sick_train_5614,A man is parking a motorbike,A man is riding a motorbike,0.6599999999999999,0.033214982599020004
sts_train_5677,Lewis Hamilton Takes Pole for Russian GP,Lewis Hamilton wins inaugural Russian GP,0.8,0.035220518708229065
sts_train_289,The elephants sprayed water on themselves.,Elephants spray themselves with water.,0.7200000000000001,0.035964470356702805
sick_train_2829,The windows are being cleaned by a man,The man isn't driving a car,0.3399999999999999,0.036345019936561584
sts_train_2321,YOU FOOLS..bought the  cover-up..hook..,Hi Eots: YOU FOOLS..bought the  cover-up..hook..,0.8400000000000001,0.03791376203298569
sts_train_3235,Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.,Police used pepper spray and rubber bullets to disperse a downtown march and rally last night by activists protesting an annual police intelligence-training seminar.,0.7200000000000001,0.03672993555665016
sts_train_3281,"Yee is a 1990 graduate of the U.S. Military Academy at West Point, New York.",Yee grew up in the United States and graduated from the U.S. Military Academy at West Point.,0.8,0.03375751152634621
sts_train_571,A man and a woman are riding on their bicycles.,A man and woman are riding a motorcycle.,0.4,0.03520328179001808
sts_train_547,Women are talking.,The men are talking.,0.52,0.03447219356894493
sick_train_2697,A young child is splashing in the water,The young child is splashing in the water,0.98,0.03672993555665016
sts_train_5309,Israeli doctors could be tried abroad for force-feeding Palestinian prisoners,Israel's West Bank control 'costing Palestinian economy billions',0.04,0.039088767021894455
sick_train_3354,"The woman wearing silver pants, pink bellbottoms and a pink scarf is happily riding a bike","The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike",0.94,0.03520328179001808
sts_train_285,The woman is peeling shrimp.,The man is holding a lemur.,0.0,0.03673963621258736
sts_train_3385,"According to reports, Knight allegedly punched a parking attendant outside a Los Angeles nightclub.",He was arrested last week for allegedly punching a parking attendant outside a nightclub in LA.,0.65,0.039088767021894455
sts_train_4742,Houston Texans head coach Gary Kubiak hospitalized after collapsing at game,Texans coach Gary Kubiak in stable condition after collapse,0.5599999999999999,0.03520328179001808
sick_train_2098,Rollerbladers are not rolling in formation down a hill,A group of rollerbladers is lining up on the street,0.64,0.03711477667093277
sick_train_5047,A man is pushing the buttons of a microwave,There is no man is pushing the buttons of a microwave,0.62,0.038138825446367264
sick_train_7069,Two children are lying in the snow and are drawing angels,Two children are lying in the snow and are making snow angels,0.8800000000000001,0.03916540741920471
sick_train_1969,People are clustered around a bonfire at night,People are clustered around a bonfire at morning,0.72,0.03529079258441925
sts_train_5367,Syrian opposition offers Assad truce in Homs for duration of Ramadan,Syrian opposition offers Assad's forces truce for duration of Ramadan,0.92,0.036511827260255814
sick_train_1866,The girl is lounging,A girl is exercising,0.603,0.038138825446367264
sick_train_4859,Someone is slicing a tomato,The person isn't slicing a vegetable,0.74,0.03767896071076393
sick_train_6293,A person is cutting mushrooms with a knife,A person is putting away the mushrooms,0.6599999999999999,0.0340285487473011
sick_train_1296,The woman is sitting near a flower bed and is overlooking a tunnel,A woman is sitting near a flower bed and is overlooking a tunnel,0.96,0.036511827260255814
sick_train_6714,A boy is climbing up a wall artificially built for climbing and is attached to a rope,A fearful little boy is on the ground,0.52,0.03916540741920471
sick_train_5695,A white dog is standing on a grassy hillside,A black dog is standing on a grassy hillside,0.82,0.03796704113483429
sts_train_2372,I missed the point where he said that black people were going to riot.,"Never, did I ever, did I say blacks were going to riot.",0.48,0.03841451555490494
sick_train_1794,A player is running with the ball,Two teams are competing in a football match,0.52,0.03624914586544037
sick_train_2571,A little girl is looking at a woman in costume,People are looking at some costumes gathered in the vicinity of the forest,0.52,0.03624914586544037
sick_train_215,A person is cutting a capsicum into pieces,One person is slicing a clove of garlic into pieces,0.7,0.036957997828722
sick_train_7014,A man is playing the drums,A man is playing the drum,0.96,0.038699157536029816
sts_train_4733,Senior Pakistani Taliban commander captured in Afghanistan,Pakistan Shi'ites demand protection from militants,0.12,0.03767896071076393
sts_train_5735,"Iran, a large important partner for Russia: Novak","Iran reiterates support for Iraq, Syria",0.0,0.03717527166008949
sick_train_6124,The meat is being dropped into a pan,There is no woman putting meat in a pan,0.76,0.035362664610147476
sick_train_3559,Three kids are sitting in the leaves,Three kids are jumping in the leaves,0.76,0.03873665630817413
sts_train_576,A girl jumps on a car.,A girl is jumping onto a car.,0.96,0.03434840589761734
sts_train_1239,A horse standing near a gate with another horse in the background.,A group of river barges with trees in the background.,0.0,0.03705577552318573
sick_train_5834,A woman is thinking of a man,A man is thinking,0.6900000000000001,0.03619102016091347
sts_train_5013,Iranian president makes debut on world stage,Iran presidential candidate says western sanctions should be broken,0.12,0.03830377012491226
sts_train_4678,4 NATO Troops Killed in Afghanistan,Eight NATO Troops Killed In Afghanistan,0.52,0.036306578665971756
sts_train_4560,George Zimmerman found not guilty of Trayvon Martin murder,Protests and appeals for calm after Zimmerman acquitted of Trayvon Martin murder,0.52,0.036306578665971756
sick_train_2722,A man is holding a mask in his raised hand,A mask is being held by a man in his raised hand,1.0,0.037616368383169174
sick_train_6896,A man is breaking a slab of concrete with a sledge hammer,The woman is using a sledgehammer to break a concrete block that is on another man,0.54,0.033979322761297226
sick_train_256,A woman is boiling noodles in water,Someone is stirring food in the water,0.72,0.03773335739970207
sts_train_1095,Red double decker bus.,Red double decker bus with hood up.,0.75,0.031910914927721024
sick_train_5926,Two small boys dressed in tuxedos are sitting on a red carpeted floor,Two small boys dressed in tuxedos are standing on a red carpeted floor,0.78,0.03784769028425217
