,id,s1,s2,score,BERT
6493,sick_train_6797,"A man with equipment used for climbing is hanging from a white, vertical rock.",A woman with a ponytail is climbing a wall of rock,0.54,0.4933915436267853
6494,sts_train_5745,Severe Gales As Storm Clodagh Hits Britain,Merkel pledges NATO solidarity with Latvia,0.0,0.0863518863916397
6495,sick_train_7068,A man is tying a shoe,A man is tying the shoe,0.96,0.8523879051208496
6496,sts_train_4202,The murky waters of the South China Sea,Peace lies over the South China Sea,0.2799999999999999,0.3004081845283508
6497,sick_train_532,The woman is picking up the kangaroo,A kangaroo is picking up the woman's baby,0.4599999999999999,0.6134676337242126
6498,sick_train_2788,A person wearing jeans is sitting on top of a horse saddle,There is no person wearing jeans sitting on top of a horse saddle,0.74,0.894390881061554
6499,sick_train_515,The snowboarder is jumping off a snow covered hill,The snowboarder is jumping off a snowy hill,0.96,0.9982348680496216
6500,sick_train_319,A girl is wearing a t-shirt and has her mouth open.,A brown and white dog is holding a baseball in its mouth,0.32,0.2880960404872894
6501,sick_train_1494,A large white dog is jumping in the air over a snowy area,A large white animal is jumping up in the snow,0.86,0.8369287252426147
6502,sick_train_5969,A cowgirl is riding a brown horse and is cornering a barrel,A cowgirl is riding a horse and corners a barrel,0.94,0.9221693873405457
6503,sts_train_311,The baby crawled through the doorway.,A baby is crawling across the floor.,0.48,0.5272520184516907
6504,sick_train_6009,A woman is playing an electric guitar,A woman is playing a guitar which is electric,1.0,0.9474948644638062
6505,sts_train_2366,I'm going to shout for justice for Trayvon.,The people shouting for justice for Trayvon are all hypocrites.,0.32,0.3171324431896209
6506,sts_train_1410,View of a living room with a dining room in the background.,A living room with large sofas and a dining table in the background.,0.76,0.7346453070640564
6507,sts_train_3976,Palestinian prisoners to end hunger strike,Progress reported in Palestinian prisoner hunger strike talks,0.5599999999999999,0.6085235476493835
6508,sick_train_3144,The patient is helping the doctor,The doctors are reviving a man,0.36,0.6646549701690674
6509,sick_train_2586,Two men are walking through the water,Two men are swimming in deep water,0.78,0.8118024468421936
6510,sts_train_3946,US drone strike kills four in North Waziristan,Suspected drone strike kills 4 in Pakistan,0.52,0.5293121933937073
6511,sick_train_4996,Two children are lying in the snow and are making snow angels,Nobody in snowsuits is lying in the snow and making snow angels,0.72,0.6457088589668274
6512,sts_train_2658,The results were released at Tuesday's meeting in Seattle of the American Thoracic Society and will be published in Thursday's New England Journal of Medicine.,The study results were released at a meeting in Seattle of the American Thoracic Society and also will be published in tomorrow's issue of The New England Journal of Medicine.,0.8728,0.7960923910140991
6513,sick_train_899,A man is outside close to a target for blade throwing,The man is throwing knives at a tree,0.7,0.6819709539413452
6514,sts_train_1323,Two trains inside a train station.,The train sits at the train station.,0.48,0.5673438906669617
6515,sts_train_3806,Middle East: Israel: Hamas Leader Convicted,Middle East: Iraq: 17 Prisoners Escape in Kirkuk,0.16,0.1495196521282196
6516,sts_train_3783,Moscow protesters demand Vladimir Putin's resignation,Moscow protest against Vladimir Putin smaller and quieter,0.36,0.3948401510715484
6517,sick_train_1749,A woman is preparing an egg in a skillet,A woman is pouring a mixture into a bowl and mixing it,0.6599999999999999,0.5487756133079529
6518,sick_train_192,An animal is swimming in a body of water,A brown dog is standing in a lake,0.7,0.6429773569107056
6519,sts_train_244,The man is driving a white car.,A man is giving an interview.,0.08,0.1244089752435684
6520,sick_train_2523,A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit,A man in a blue jumpsuit is courageously performing a wheelie on a motorcycle,0.72,0.8852937817573547
6521,sick_train_6091,Several young people are posing for a photo and holding beers,Drinks are being held by people pointing at the camera,0.72,0.7670301198959351
6522,sick_train_7047,There is no man playing a flute,Two kids are pushing an inflatable crocodile in a pool,0.2,0.1574042588472366
6523,sick_train_5227,A woman is beating two eggs in a bowl and using a whisk made of wire,Eggs are being strongly whisked in a bowl by a person,0.86,0.8625819087028503
6524,sick_train_1262,Four people are walking on a bridge over a body of water,Several people are not walking in line across a bridge,0.64,0.6909267902374268
6525,sts_train_4006,"FACTBOX-Security developments in Iraq, February 1","FACTBOX-Security developments in Pakistan, March 13",0.32,0.4068970084190368
6526,sts_train_5131,France to ban child beauty pageants,Facebook to test mobile payments service,0.08,0.1490759998559951
6527,sts_train_5278,Muslims prepare for start of Ramadan,Muslims pray for end to divisions,0.16,0.2175129354000091
6528,sts_train_5079,Death toll in Nairobi attack rises to 59,Death toll from Egypt violence rises to 638,0.32,0.4525231122970581
6529,sts_train_5339,Indian rape accused face verdicts,Indian rape accused found guilty,0.76,0.770834743976593
6530,sts_train_3675,in september 2007 jordan signed an accord with the united states aimed at supporting the peaceful development of the jordan's nascent nuclear program. ,in september 2007 the united states signed an accord with jordan aimed at supporting the peaceful development of jodran's new nuclear program.,0.92,0.92328280210495
6531,sts_train_4431,Can the U.S. trust Syria to hand over chemical weapons?,US says Syria may have used sarin gas in chemical weapons,0.2,0.2734510004520416
6532,sts_train_4484,Ryanair reports record profits but warns growth likely to slow this year,Stansted: Ryanair reports 13% rise in annual profits but warns of slower growth this year,0.68,0.6911917924880981
6533,sts_train_2883,They said the child was taken to Nassau County Medical Center for observation.,"The boy was taken to Nassau University Medical Center, where staff said he was ""doing okay.""",0.68,0.6826017498970032
6534,sick_train_288,A group of people is singing,A few people are singing,0.92,0.9887824058532716
6535,sick_train_6855,Two brown dogs are playing with the frisbee in the water,Two dogs are fighting for a frisbee in a lake,0.82,0.7586670517921448
6536,sick_train_2390,A young boy is singing and playing a guitar,A kid is playing the piano,0.5,0.5640549659729004
6537,sick_train_3731,A woman is riding a brown horse,A woman is riding a horse,0.8800000000000001,0.8593385815620422
6538,sick_train_179,A man dressed in black is wearing an elaborate black mask,A man is holding a mask in his raised hand,0.6599999999999999,0.6361756920814514
6539,sick_train_4335,A person is removing chopped vegetables from a pot on the stove,A person is dropping chopped vegetables into a pot on the stove,0.7,0.6998769044876099
6540,sts_train_3093,"Shares of Corixa were gaining 71 cents, or 10%, to $7.91 on the Nasdaq.","In late-morning trading on the Nasdaq Stock Market, Corixa was up 74 cents, or 10%, at $7.94.",0.65,0.7209464907646179
6541,sts_train_3206,"""This is an easy case in my view and wholly without merit, both factually and legally.""","""This case is wholly without merit, both factually and legally,"" Judge Denny Chin scoffed.",0.65,0.7006292939186096
6542,sts_train_2144,My parents have told me it is bad for you.,officers have told me its bad for you.,0.4,0.4115461409091949
6543,sick_train_1803,A man is sitting near a bike and is writing a note,A man with paint covered clothes is sitting outside in a busy area writing something,0.62,0.6622582077980042
6544,sts_train_4889,"Owners, others charged in Bangladesh factory fire",50 survivors found in Bangladesh factory,0.36,0.3191118538379669
6545,sts_train_5305,Ukraine hosts ‚Äėunity talks‚Äô,Pope hits out at ‚Äėwar to sell arms‚Äô in Syria,0.0,0.0165142659097909
6546,sts_train_3663,russia ratified the amended version of the treaty. ,russia ratified the amended treaty.,1.0,1.0146394968032837
6547,sts_train_2875,Enron spokesman Eric Thode declined to comment on the mediation order.,"""We think it's great news,"" said Enron spokesman Eric Thode.",0.3466,0.3184157311916351
6548,sick_train_4627,A little girl in a green coat and a boy holding a red sled are walking in the snow,A child is wearing a coat and is carrying a red sled near a child in a green and black coat,0.76,0.7035011649131775
6549,sick_train_5086,The man is using a sledgehammer to break a concrete block that is on another person,A man is breaking a slab of concrete with a sledge hammer,0.8800000000000001,0.8921049237251282
6550,sts_train_1037,A man sitting in a cluttered room.,A man lies in a bed in a cluttered room.,0.6400000000000001,0.6447518467903137
6551,sts_train_2786,"He was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.","DeVries, who was voluntarily castrated in August 2001, has said the surgery took away his ability to become sexually aroused.",0.9,0.9196874499320984
6552,sick_train_4561,A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background,A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean,0.8400000000000001,0.797971785068512
6553,sts_train_4827,Pakistan to release most senior Afghan Taliban prisoner,Pakistan to release senior Taliban commander on Saturday,0.76,0.7819112539291382
6554,sts_train_5198,Anthony Weiner slips to fourth place in new poll,Weiner falls to fourth in new NYC mayoral poll,1.0,1.0243703126907349
6555,sick_train_3245,There is no woman dancing,The man is dancing,0.62,0.541973888874054
6556,sick_train_6874,A small boy in a striped shirt is sliding out of a green tube,A little boy in a striped shirt is sliding out of a green tube,0.98,0.8800575137138367
6557,sick_train_6576,A man is mowing a lawn,A black and white dog is playing with a tattered volleyball in a brown field,0.2,0.2420777976512909
6558,sick_train_6298,A boy is wearing a white hat and is walking on the beach,A little kid is wearing a hat and is walking in the wet sand,0.86,0.9100999236106871
6559,sick_train_26,The white bird is landing swiftly in the water,A large white crane is flying near the water,0.7,0.7669245600700378
6560,sick_train_1197,A brown dog is attacking another animal in front of the man in pants,Two dogs are fighting,0.7,0.7148831486701965
6561,sts_train_5403,"Yolanda death toll climbs to 3,621",Kenya Red Cross says death toll rises to 68,0.08,0.1681571304798126
6562,sick_train_2433,A man is playing the guitar,One man is playing the guitar,0.98,0.9350165724754332
6563,sick_train_4377,A woman is slicing a green pepper,The woman with a knife is slicing a pepper,0.8800000000000001,0.8686825633049011
6564,sts_train_5586,Woman dies while riding roller coaster in Texas,Woman dies riding roller coaster at Texas amusement park,0.8,0.7845069169998169
6565,sick_train_2655,A man is standing behind the rocks with clouds on top of them,A person is standing on a mountain top,0.6799999999999999,0.6780619025230408
6566,sts_train_1815,The boy is looking up at the girl as another girl ignores them.,the boy is diving into the pool as the couple watch.,0.04,0.1221508905291557
6567,sts_train_1255,A black and white cow stands on grass against a partly cloudy blue sky.,Two black and white cows behind a metal gate against a partly cloudy blue sky.,0.48,0.5182353854179382
6568,sts_train_5440,Margaret Thatcher dies after stroke,Margaret Thatcher dies at 87,0.8400000000000001,0.7381346225738525
6569,sick_train_4017,A chubby faced boy is wearing sunglasses,Sunglasses are being worn by a boy,0.9,0.9552378058433532
6570,sick_train_509,A female wearing pink gloves and a brown jacket is not smiling in the snow,A female wearing pink gloves and a brown jacket is smiling in the snow,0.76,0.9122300744056702
6571,sick_train_582,A tennis player with a green headband is hitting the ball,A tennis player is jumping to the left,0.6599999999999999,0.715828001499176
6572,sick_train_4562,The fur of a cat is being combed by a person,A person is brushing a cat,0.96,1.0143836736679075
6573,sts_train_1091,The bald eagle is perched on a rope.,Two bald eagles perched on a branch.,0.52,0.4498559236526489
6574,sick_train_167,A boy is spanking a man with a plastic sword,A boy is whacking a man with a sword,0.86,0.798203706741333
6575,sts_train_3993,"In Islamist-led Egypt, Coptic Church names new pope",Egyptian Christians choose new pope,0.6400000000000001,0.6246322989463806
6576,sick_train_6150,Two people are stopping on a motorcycle,Two people are riding a motorcycle,0.693,0.6655659079551697
6577,sts_train_5398,Tokyo stocks open down 0.24%,Tokyo stocks open up 0.52%,0.5599999999999999,0.5230439305305481
6578,sick_train_5019,A woman is playing an electric guitar,A man is laying down a guitar,0.4599999999999999,0.5183160901069641
6579,sick_train_5646,A small monkey is walking through water,A monkey is wading through a marsh,0.82,0.7915139198303223
6580,sick_train_4200,A man and a woman are sitting in front of an art gallery and are looking at a map,A couple is looking at a map,0.8800000000000001,0.7645052671432495
6581,sts_train_2205,You already did that - we have a Muslim in office right now.,-CryptoLutheran No. We have a Christian in office right now.,0.16,0.2489550113677978
6582,sick_train_915,The man is slicing a potato,Potatoes are being sliced by a man,0.94,1.0282208919525146
6583,sick_train_2763,A woman is brushing her hand,A woman is chopping an onion,0.3,0.3114843070507049
6584,sick_train_4668,There is no lady walking in body paint in front of a crowd ,"A young, topless woman is covered in paint",0.64,0.676317036151886
6585,sts_train_4726,Pakistani girls learn a hard lesson,Pakistani girl shot by Taliban appears on video,0.36,0.5145619511604309
6586,sick_train_4093,The men are climbing a mountain,One climber is holding a rock and another man is roping a wall,0.74,0.6854376196861267
6587,sts_train_1708,A black dog wearing an orange collar is entangled with fishing wire.,The black dog wearing a red collar shakes water off.,0.36,0.325986385345459
6588,sick_train_277,The girl is carrying a sign and a group of people is following her,A young girl in a blue shirt is walking on the sidewalk and holding up a pink sign,0.7,0.6083454489707947
6589,sick_train_5461,A pink shirt with white writing on it is being worn by a girl who is lying in the grass,A girl is wearing a pink shirt with white writing on it and is lying in the grass,0.9,0.9457222819328308
6590,sts_train_2048,"I'm not outraged, I'm disappointed.","God bless I'm not outraged, I'm disappointed.",1.0,1.0311185121536257
6591,sick_train_3774,Four people are walking on a bridge over a body of water,Four people are sitting on a bridge over a body of water,0.82,0.7424370050430298
6592,sick_train_52,The man is cutting cooked octopus,The woman is cutting cooked octopus,0.76,0.7342144846916199
6593,sts_train_3226,"Excluding litigation charges, RIM's loss narrowed even further to 1 cent a share.","Excluding patent litigation, RIM's loss for the quarter was $700,000, or 1 cent per share.",0.6666000000000001,0.5565741062164307
6594,sick_train_86,A woman in a red dress is putting away an instrument,A woman in a red dress is playing an instrument,0.74,0.6999727487564087
6595,sts_train_3131,"The injured passenger at John Peter Smith Hospital died later Friday morning, Jones said.","The injured passenger at John Peter Smith died later in the morning; his name has not been released, Jones said.",0.7286,0.8083316087722778
6596,sick_train_1683,One boy in orange shorts is standing on a rock cliff over the water and the other boy in black shorts is jumping of it into the water,Two males are standing on a cliff edge and one is jumping into the water,0.8,0.7886247038841248
6597,sts_train_1564,A brown and black dog is jumping to catch a red ball.,A brown and black dog jumps for a red ball.,1.0,0.9512738585472108
6598,sick_train_2319,The girl is using an eye pencil on her eyelid,The girl is not using an eye pencil on her eyelid,0.74,0.8910885453224182
6599,sick_train_2391,A boy is skillfully playing a piano,A boy is playing a piano,0.82,0.8913803696632385
6600,sick_train_1256,A horse and its rider are leaping over a barrier,The horse is leaping over the rider at the barrier,0.7,0.7754156589508057
6601,sick_train_6970,A large white dog is jumping up in the snow,A large white dog is jumping in the air over a snowy area,0.897,0.9964169263839722
6602,sick_train_3778,Two men are leaving the stage,Mimes are performing on a stage,0.62,0.5675901770591736
6603,sts_train_3513,russia ratified the amended treaty. ,russia ratified the updated treaty in 2004.,0.68,0.6258707642555237
6604,sick_train_6042,A man is playing a guitar,A woman is playing a guitar which is electric,0.72,0.6819344162940979
6605,sick_train_6800,A tan dog is running through the snow,A yellow dog is running on white snow on a sunny day,0.74,0.7050748467445374
6606,sts_train_4667,Ban Ki-moon to Review Syria Chemical Arms Accord,Ban to review Syria chemical arms accord,0.7200000000000001,0.8124698400497437
6607,sick_train_1402,Three boys in karate costumes are fighting,Three men are practicing karate in a field,0.62,0.6529795527458191
6608,sts_train_1930,Children play fight with swords.,A child and parent pet a horse.,0.0,0.1275626569986343
6609,sts_train_2145,His position is that it is the individual's risk to assume.,His position is the way it is currently.,0.2,0.1949282586574554
6610,sick_train_4162,Runners are competing in a race,Runners are not taking part in the race,0.78,0.893190324306488
6611,sick_train_2552,A sad man is crying,A man is crying,0.8800000000000001,0.8623125553131104
6612,sick_train_6941,A woman is wearing paint and costume pieces and is riding a bike on a busy street,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,0.98,0.9854459166526794
6613,sts_train_3088,"The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15.","The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 after gaining 30.46 yesterday.",0.48,0.5017130970954895
6614,sick_train_5672,A person is taking away the meat in the skillet,The baby is being put into a trash can by a woman,0.2,0.1689396798610687
6615,sts_train_324,A cat is watching a TV.,A man is slicing a leave.,0.0,0.0741366446018219
6616,sick_train_3894,A dog is jumping high into the air in the country,A dog is jumping on a trees in the shades,0.6799999999999999,0.7587199807167053
6617,sts_train_5555,Senate confirms Obama nominee to key appeals court,Senate approves Obama nominee to key appeals court,1.0,1.024279236793518
6618,sts_train_445,The rhino grazed on the grass.,A rhino is grazing in a field.,0.8,0.8489601016044617
6619,sick_train_884,A man is rinsing a large steak,A man is rinsing a large piece of meat,0.92,0.9274731874465942
6620,sick_train_2371,There is no woman using an eye pencil and applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid,0.62,0.7885702252388
6621,sick_train_246,The dog with the black coat is walking along a tree trunk bridge over water,The black dog is walking along a tree trunk bridge over water,0.98,0.9456902742385864
6622,sts_train_2549,"North American futures pointed to a sub-par start to trading on Tuesday, with investors ready to get their first taste of quarterly earnings.","North American stock markets got off to a slow start Tuesday, with investors ready to get their first taste of quarterly earnings.",0.92,0.8835725784301758
6623,sts_train_1296,Four women and two men sit at a long table in a restaurant.,A group of people sit at a table in an Italian restaurant.,0.6000000000000001,0.572032630443573
6624,sts_train_4046,Sheriff: Man recovers stolen car 42 years later,US man recovers car 42 years after theft,0.8,0.8646714091300964
6625,sts_train_2930,"The technology-laced Nasdaq Composite Index <.IXIC> tacked on 5.91 points, or 0.29 percent, to 2,053.27.","The technology-focused Nasdaq Composite Index <.IXIC> advanced 6 points, or 0.30 percent, to 2,053, erasing earlier losses.",0.6400000000000001,0.655646800994873
6626,sick_train_6335,The man is putting chicken into the box,The man is putting chicken into the container,0.94,0.9193059206008912
6627,sick_train_1961,A person is riding the bicycle on one wheel,There is no man in a black jacket doing tricks on a motorbike,0.64,0.70553058385849
6628,sick_train_5055,A blond boy is walking up a sand dune with a skateboard,A blond boy is sliding down a sand dune on a skateboard,0.7,0.7443394660949707
6629,sick_train_95,A flute is being played in a lovely way by a girl,A flute is being played by a girl,0.92,0.8994426727294922
6630,sick_train_6276,A baby is playing with a doll,A baby is playing with a toy,0.94,0.903411328792572
6631,sick_train_6972,A man in a black hat is reaching for a box,A man in a black hat is touching a cardboard box,0.78,0.7143547534942627
6632,sick_train_1244,Several people are sitting at small tables in a darkened room,People are sitting at round tables in a red room,0.6799999999999999,0.6765156984329224
6633,sick_train_2384,The person is painting,The person is drawing,0.6799999999999999,0.8291438221931458
6634,sts_train_449,A cat is playing in a box.,The dog is playing with the floor cleaner.,0.2799999999999999,0.2774555087089538
6635,sick_train_4934,The monkey is brushing a bull dog,A bull dog is brushing the monkey,0.78,0.8714657425880432
6636,sts_train_1406,A living room with a dining table in the background.,View of a living room with a dining room in the background.,0.8400000000000001,0.8422284722328186
6637,sick_train_2095,Two people are standing on a bench,Two people are sitting on a bench,0.74,0.7404335141181946
6638,sick_train_1259,The woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is shooting at target practice,0.86,0.8297377228736877
6639,sick_train_6691,A homeless man is holding up a sign and is pitifully begging for money,A man in a big city is holding a sign and begging for money,0.82,0.8834933638572693
6640,sick_train_1017,A steak is being rinsed with water by a person,A man is rinsing a large steak,0.8400000000000001,0.8438736796379089
6641,sts_train_5576,Ukrainian parliament dismisses president,Ukraine's parliament votes to dismiss president,0.8,0.8843069672584534
6642,sts_train_597,A kangaroo is eating.,Kangaroo eating.,0.95,0.8599339127540588
6643,sick_train_5871,There is no woman slicing a tomato,A woman is peeling a potato,0.58,0.7291164994239807
6644,sick_train_4136,The woman is using a sledgehammer to break a concrete block that is on another man,The man is using a sledgehammer to break a concrete block that is on another man,0.6799999999999999,0.7064949870109558
6645,sick_train_2026,A small child is lying outdoors in a grassy area,A small child is outdoors climbing steps in a grassy area,0.72,0.6838960647583008
6646,sick_train_3699, water from the faucet is being drunk by a yellow dog,The yellow dog is drinking water from a bottle,0.76,0.7597456574440002
6647,sts_train_2264,council tax Hasn't council tax been frozen for most people?,Hasn't council tax been frozen for most people?,0.96,1.034875988960266
6648,sts_train_2042,from the year prior., warmed.C from the year prior.,0.6000000000000001,0.7704159021377563
6649,sick_train_6641,A large group of Asian people is eating at a restaurant,Various people are eating at red tables in a crowded restaurant with purple lights,0.6599999999999999,0.6692869067192078
6650,sick_train_1421,A blonde in green is sitting by a swinging boy,A blonde boy in green is sitting on a swing,0.62,0.8405861854553223
6651,sts_train_2243,It's a common sense/deductive reasoning thing.,Hilited your common sense/deductive reasoning thing.,0.5,0.5005925893783569
6652,sts_train_1457,A women sitting at a table drinking with a basketball picture in the background.,A woman in a sari drinks something while sitting at a table.,0.52,0.4654481410980224
6653,sick_train_2339,A small black and white dog is carrying a stick and is swimming,A big black and white dog is carrying a stick and is swimming,0.8,0.8766494393348694
6654,sts_train_300,A puppy is sliding backwards along the floor.,A puppy is pushing itself backwards.,0.76,0.779189944267273
6655,sts_train_5738,Thomas Cook accused of putting costs before customers,University of Florida frat accused of spitting on wounded war veterans,0.0,0.0371222421526908
6656,sick_train_1170,A small white dog is running across a lawn,A brown and white cat with a brown and black bandanna is running very fast,0.38,0.4324666857719421
6657,sick_train_4662,There is no horse tossing the cowboy in red and blue pants,A man is falling off a horse on a track and is laid in the wild,0.52,0.547139585018158
6658,sick_train_5551,Two young men are playing outside near a golden statue,Two people are looking at a statue made of gold,0.72,0.7268196940422058
6659,sts_train_3703,some asean officials stated such standardization would be difficult due to different countries' political systems. ,some officials stated the task would be difficult for asean members because of varied legal and political systems.,0.7200000000000001,0.6524086594581604
6660,sick_train_866,The lady is peeling the potato,A woman is peeling a potato,1.0,1.0093947649002075
6661,sts_train_4987,U.S. resumes search for missing British sailors after public,US Coast Guard suspends search for missing British sailors,0.48,0.5469301342964172
6662,sts_train_678,Someone is seasoning eggs.,Someone is seasoning two raw eggs in a bowl.,0.7200000000000001,0.6988893747329712
6663,sick_train_4813,A trumpet is being played by a person,A person is playing a trumpet,1.0,1.0650554895401
6664,sick_train_5754,The monkey is brushing a bull dog,There is no monkey brushing the dog,0.5,0.8003072142601013
6665,sts_train_1459,A small red car on top of a semi truck.,Red sports car on top of white semi truck.,0.8,0.8025215864181519
6666,sick_train_5379,A man is opening a small package that contains headphones,A man is singing and playing the guitar,0.3,0.3099303245544433
6667,sts_train_5650,Pope calls for action on climate change in draft encyclical,Pope urges action on climate change in draft encyclical,1.0,1.0465933084487915
6668,sick_train_5576,A little boy in red clothes is jumping into the air,A child in a red outfit is dangerously jumping on a trampoline,0.8,0.7834521532058716
6669,sts_train_2301,. Sinful people do not get to heaven.,Or sin is removed upon entry to heaven.,0.36,0.3970685303211212
6670,sts_train_1379,A girl in a black desktop holds up an open box of Corn Flakes and a carton of milk.,A girl wearing black shorts and boots is standing next to a blue motorcycle.,0.0,0.1132213324308395
6671,sts_train_3278,The case comes out of Illinois and involves a for-profit company called Telemarketing Associates Inc.,"The case decided Monday centered around an Illinois fund-raiser, Telemarketing Associates.",0.8800000000000001,0.8852199912071228
6672,sick_train_1121,A person is slicing some mushrooms,The elephant is being ridden by the woman,0.2,0.1737941801548004
6673,sick_train_1590,Somebody is leaping in the air on a board,Somebody is jumping in the air on a board,0.98,0.8763894438743591
6674,sick_train_3028,A fur scarf is being held by an Asian woman,An Asian woman is holding a fur scarf,1.0,1.0030337572097778
6675,sick_train_3344,The cat is licking milk from a saucer,There is no cat hungrily drinking milk,0.52,0.8216758370399475
6676,sts_train_2580,Shares of Coke were up 6 cents at $44.42 in afternoon trading Wednesday on the New York Stock Exchange.,Shares of Coke were down 26 cents to close at $44.10 on the New York Stock Exchange.,0.3692,0.3926215469837188
6677,sick_train_2218,A man is abruptly falling off a horse on a track laid in the wild,A man is falling off a horse on a track and is laid in the wild,0.9,0.9534178376197816
6678,sick_train_3915,A man is walking in a yard,A man is walking outside,0.82,0.9288280010223388
6679,sick_train_3701,A man in a elegant dress is being surrounded by photographers,The man surrounded by photographers is wearing a gray suit and glasses,0.6599999999999999,0.6660448312759399
6680,sick_train_6454,Several ferrets are climbing into the cage,Ferrets are climbing down from a shelf,0.74,0.6012292504310608
6681,sts_train_1259,The black dog is lying in the grass.,A black dog lies on the grass.,1.0,0.901396870613098
6682,sts_train_1781,Three dogs are playing in the water.,Three dogs swim in the water.,0.8400000000000001,0.8203608393669128
6683,sts_train_4565,N Korea says it may delay controversial rocket launch,N. Korea looks set to delay controversial rocket launch,0.8400000000000001,0.8383007645606995
6684,sick_train_314,The plane is landing,A plane is landing,0.98,1.0129499435424805
6685,sts_train_4109,Russia jails Pussy Riot protest punks for two years,Russian court to rule in Pussy Riot trial,0.36,0.3897645175457001
6686,sick_train_3051,A tree is being cut by a man with an axe,A man is cutting a tree with an axe,0.98,1.0190536975860596
6687,sick_train_3098,A football player in a purple jersey is breathlessly running with the ball for a touchdown,A football player is running past an official carrying a football,0.7,0.7168996334075928
6688,sts_train_4441,"Gunmen kill 9 foreign tourists, 1 Pakistani",Gunmen Kill 11 Foreign Tourists in Pakistan,0.5599999999999999,0.6801100373268127
6689,sick_train_933,A woman is dancing beautifully in a cage,A woman is dancing in a cage,0.96,0.9263259768486024
6690,sick_train_6617,A nearby throng of people are kissing two by two,A woman is being kissed by a man,0.63,0.7174767851829529
6691,sick_train_5764,A black cat and a small white and black cat are looking up at a kitchen countertop,A large dog and a small dog are standing next to the kitchen counter and are investigating,0.54,0.5769245028495789
6692,sts_train_5290,"Syrians Protest against Erdogan in Paris, Venezuelans Stress Support to Syria",Turkey's Erdogan in Iran to mend ties after split over Syria,0.2799999999999999,0.2720930576324463
6693,sts_train_3369,But they don’t realize that until it’s too late (of course) because they’re potential victims in a horror movie.,But they don't realize that until it's too late (of course) because they're potential victims.,0.7334,0.749796986579895
6694,sick_train_3368,A baby is talking,A boy is saying something,0.6599999999999999,0.8174740672111511
6695,sick_train_6134,A man is shaking a drink,A man is mixing,0.76,0.9233204126358032
6696,sts_train_1880,A person on a snowmobile.,A person on a snowmobile in mid jump.,0.7200000000000001,0.7871711850166321
6697,sick_train_5390,A policeman is sitting on a motorcycle,The cop is not sitting on a police bike,0.6799999999999999,0.9075847268104552
6698,sick_train_6388,The bunch of men are playing rugby on a field full of mud,Some men are playing rugby,0.9,0.8832598924636841
6699,sts_train_59,A woman rides a horse.,A woman is riding a horse.,1.0,0.8817276954650879
6700,sick_train_3185,Someone is boiling okra in a pot,The man is not playing the drums,0.2,0.229810744524002
6701,sts_train_5045,Police fire tear gas at protesters in Bangkok,Police fire tear gas at protesters,0.6000000000000001,0.6357234120368958
6702,sick_train_168,The bike rider is not looking at the accident of another bike rider,The bike rider is looking at an accident of another bike rider,0.7,0.6282715201377869
6703,sick_train_3180,Two boy are playing on a trampoline,Some boys are playing on a trampoline,0.94,0.9351540207862854
6704,sick_train_6827,A group of boys are playing with a ball in front of a large door made of wood,A ball made of wood is being played through a door in front of a large group of boys ,0.72,0.8517327904701233
6705,sts_train_3899,Islamist Morsi Wins Egypt's Presidential Election,Al-Shater to run in presidential election in Egypt,0.2,0.2320574223995208
6706,sts_train_2359,I agree completely I am hoping he is into a second term of office.,I am hoping he is into a second term of office.,0.8,0.7482795119285583
6707,sick_train_111,The man in blue is posing for a picture next to a car,The woman in blue is posing for a picture next to a car,0.6599999999999999,0.6459753513336182
6708,sts_train_3311,"Garner said the self-proclaimed mayor of Baghdad, Mohammed Mohsen al-Zubaidi, was released after two days in coalition custody.",Garner said self-proclaimed Baghdad mayor Mohammed Mohsen Zubaidi was released 48 hours after his detention in late April.,0.8500000000000001,0.8268843293190002
6709,sick_train_3199,A horse is racing,Dogs are running on a track,0.4,0.4419804215431213
6710,sts_train_1484,Several people on motorcycles in a market square.,People ride mopeds in an urban setting.,0.36,0.5436506867408752
6711,sick_train_5978,Two men are talking,Two people are talking,0.92,0.8768442273139954
6712,sts_train_1000,Panda's play on a swing.,A man is playing guitar.,0.16,0.1848077774047851
6713,sts_train_1716,A dog is jumping into a swimming pool after a duck.,A dog jumping into a swimming pool.,0.68,0.6572672724723816
6714,sick_train_1142,The man is not slicing vegetables,The man is slicing vegetables,0.86,0.917406678199768
6715,sick_train_778,The man surrounded by photographers is wearing a gray suit and glasses,The man surrounded by men with a camera is wearing a gray suit and glasses,0.8800000000000001,0.7911258339881897
6716,sick_train_4409,A dog is walking along the snowdrift,A dog is walking along a snowdrift,1.0,0.909537434577942
6717,sts_train_1351,A kitchendiner with papers laying on the blue clothed dining table.,A small kitchen and a cluttered table with a blue table cloth.,0.68,0.7080344557762146
